# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.10.2019 12:00";"9.7";"753.5";"764.9";"";"69";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"4.3";"";"";"";"";"";"";
"15.10.2019 09:00";"11.9";"749.8";"761.0";"";"67";"Ветер, дующий с северо-запада";"3";"";"10";"100%.";" ";"";"";"11.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"5.9";"Осадков нет";"12";"Поверхность почвы влажная.";"12.0";"";"";
"15.10.2019 06:00";"14.1";"747.0";"758.1";"";"68";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"13.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"8.2";"Осадков нет";"12";"";"";"";"";
"15.10.2019 03:00";"15.7";"745.5";"756.5";"";"57";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"7.1";"";"";"";"";"";"";
"15.10.2019 00:00";"17.2";"744.4";"755.3";"";"66";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.7";"";"";"";"";"";"";
"14.10.2019 21:00";"17.3";"744.3";"755.2";"";"66";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"17.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"10.8";"Осадков нет";"12";"";"";"";"";
"14.10.2019 18:00";"13.4";"745.8";"756.9";"";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"8.9";"Осадков нет";"12";"";"";"";"";
"14.10.2019 15:00";"11.8";"749.2";"760.4";"";"70";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"6.4";"";"";"";"";"";"";
"14.10.2019 12:00";"11.5";"751.9";"763.2";"";"69";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"5.9";"";"";"";"";"";"";
"14.10.2019 09:00";"8.9";"752.3";"763.6";"";"81";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"8.2";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.8";"Осадков нет";"12";"Поверхность почвы влажная.";"6.0";"";"";
"14.10.2019 06:00";"8.7";"751.3";"762.7";"";"83";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"8.7";"";"";"";"";"";"";"10.0";"5.9";"0.3";"12";"";"";"";"";
"14.10.2019 03:00";"10.6";"750.5";"761.8";"";"75";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.3";"";"";"";"";"";"";
"14.10.2019 00:00";"11.4";"749.4";"760.6";"";"71";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.2";"";"";"";"";"";"";
"13.10.2019 21:00";"10.8";"748.3";"759.6";"";"76";"Ветер, дующий с запада";"1";"";"";"60%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.7";"0.5";"12";"";"";"";"";
"13.10.2019 18:00";"12.2";"747.1";"758.3";"";"64";"Ветер, дующий с запада";"2";"";"10";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.6";"0.3";"12";"";"";"";"";
"13.10.2019 15:00";"12.8";"746.2";"757.3";"";"61";"Ветер, дующий с запада";"2";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"10.0";"5.3";"";"";"";"";"";"";
"13.10.2019 12:00";"11.7";"745.4";"756.6";"";"67";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.7";"";"";"";"";"";"";
"13.10.2019 09:00";"10.0";"744.7";"755.8";"";"79";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"9.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"6.5";"5.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"7.0";"";"";
"13.10.2019 06:00";"9.2";"743.5";"754.7";"";"83";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"9.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"6.4";"5.0";"12";"";"";"";"";
"13.10.2019 03:00";"9.6";"742.5";"753.7";"";"83";"Ветер, дующий с запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"6.8";"";"";"";"";"";"";
"13.10.2019 00:00";"9.1";"742.2";"753.4";"";"90";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"7.5";"";"";"";"";"";"";
